tmdbId,director,top_cast
862,John Lasseter,Tom Hanks|Tim Allen|Don Rickles
33199,Leesong Hee-il,Kim Nam-gil|Lee Young-Hoon|Kim Dong-wook
19585,Hoyt Yeatman,Sam Rockwell|Penélope Cruz|Tracy Morgan
18533,Nicolas Winding Refn,Tom Hardy|Matt King|James Lance
164741,Robert Townsend,Leon Robinson|Don Dowe
12839,Russell P. Marleau,Tad Hilgenbrink|Brett Chukerman|Chris Mulkey
8899,Luc Dardenne,Arta Dobroshi|Jérémie Renier|Fabrizio Rongione
22492,Davis Guggenheim,Jimmy Page|The Edge|Jack White
25704,Vicky Jenson,Alexis Bledel|Zach Gilford|Rodrigo Santoro
36108,Aki Kaurismäki,Isabelle Adjani|Pegah Ahangarani|Anouk Aimée
26914,Claudio Fragasso,Michael Stephenson|George Hardy|Margo Prey
26320,Ang Lee,Demetri Martin|Imelda Staunton|Henry Goodman
24150,Rob Zombie,Scout Taylor-Compton|Sheri Moon Zombie|Tyler Mane
25376,Juan José Campanella,Ricardo Darín|Soledad Villamil|Pablo Rago
12244,Shane Acker,Christopher Plummer|Martin Landau|John C. Reilly
140887,Armand Schaefer,Jack Mulhall|Raymond Hatton|Ralph Bushman
22494,Gareth Carrivick,Chris O'Dowd|Dean Lennox Kelly|Anna Faris
37903,Michael Haneke,Ursina Lardi|Ulrich Tukur|Burghart Klaußner
63581,Geoffrey O'Connor,Louis Theroux|Fred Phelps
19898,Christian Alvart,Ben Foster|Dennis Quaid|Cam Gigandet
10313,Grant Heslov,George Clooney|Ewan McGregor|Jeff Bridges
42225,Paolo Taviani,Omero Antonutti|Saverio Marconi|Marcella Michelangeli
19994,Karyn Kusama,Megan Fox|Amanda Seyfried|Johnny Simmons
11323,Steven Soderbergh,Matt Damon|Scott Bakula|Joel McHale
12569,Mike Judge,Jason Bateman|Mila Kunis|Kristen Wiig
19912,David R. Ellis,Bobby Campo|Shantel VanSanten|Nick Zano
18501,Brian Taylor,Gerard Butler|Michael C. Hall|Logan Lerman
22794,Phil Lord,Bill Hader|Anna Faris|James Caan
18570,Robert Kenner,Michael Pollan|Eric Schlosser|Richard Lobb
22536,Park Chan-wook,Song Kang-ho|Kim Ok-bin|Kim Hae-sook
16873,Aristomenis Tsirbas,Evan Rachel Wood|Brian Cox|James Garner
23827,Oren Peli,Katie Featherston|Micah Sloat|Mark Fredrichs
16194,Mark Hartley,Phillip Adams|Glory Annen|Briony Behets
18974,Jack Sher,Kerwin Mathews|June Thorburn|Jo Morrow
20178,Bobcat Goldthwait,Robin Williams|Alexie Gilmore|Daryl Sabara
67612,Glauber Rocha,Geraldo Del Rey|Mauricio do Valle|Yoná Magalhães
25050,Hirokazu Koreeda,Hiroshi Abe|Yui Natsukawa|Kazuya Takahashi
22717,Prabhu Deva,Salman Khan|Ayesha Takia|Mahesh Manjrekar
23128,Louie Psihoyos,Joe Chisholm|Mandy-Rae Cruikshank|Charles Hambleton
12573,Joel Coen,Michael Stuhlbarg|Richard Kind|Fred Melamed
28053,Raymond De Felitta,Andy García|Julianna Margulies|Steven Strait
24869,Jamin Winans,Chris Kelly|Jessica Duffy|Quinn Hunchar
21398,Paul Solet,Jordan Ladd|Samantha Ferris|Gabrielle Rose
23127,Rob Zombie,Rosario Dawson|Danny Trejo|Sheri Moon Zombie
22798,Drew Barrymore,Ellen Page|Alia Shawkat|Kristen Wiig
23082,Ricky Gervais,Ricky Gervais|Jennifer Garner|Jonah Hill
61524,Alfred L. Werker,Stan Laurel|Oliver Hardy|Dante
19959,Jonathan Mostow,Bruce Willis|Radha Mitchell|Rosamund Pike
18065,Benny Boom,Donald Faison|Mike Epps|Wood Harris
19908,Ruben Fleischer,Jesse Eisenberg|Woody Harrelson|Emma Stone
22787,Dominic Sena,Kate Beckinsale|Gabriel Macht|Tom Skerritt
24684,Lone Scherfig,Carey Mulligan|Olivia Williams|Peter Sarsgaard
26763,Anders Østergaard,
99189,Les Blank,Werner Herzog
19899,Peter Billingsley,Vince Vaughn|Malin Åkerman|Jason Bateman
23966,Marcel Sarmiento,Shiloh Fernandez|Noah Segan|Michael Bowen
21910,Jeremiah Kipp,Dominic Monaghan|Larry Fessenden|Ron Perlman
16523,Spike Jonze,Max Records|Catherine Keener|Lauren Ambrose
67062,Glauber Rocha,Jardel Filho|Paulo Autran|José Lewgoy
38702,James Foley,Aidan Quinn|Daryl Hannah|Jennifer Grey
3513,Peter MacDonald,Jean-Claude Van Damme|Adewale Akinnuoye-Agbaje|Steven Berkoff
12572,Natalie Portman,Hayden Christensen|Andy García|Rachel Bilson
22803,F. Gary Gray,Jamie Foxx|Gerard Butler|Colm Meaney
8915,Mira Nair,Hilary Swank|Richard Gere|Aaron Abrams
24238,Adam Elliot,Toni Collette|Philip Seymour Hoffman|Eric Bana
22947,Jason Reitman,George Clooney|Vera Farmiga|Anna Kendrick
53985,Peter Ramsey,Seth Rogen|Reese Witherspoon|Hugh Laurie
44338,Christoph Lauenstein,
36577,Yoshihiro Nishimura,Yukie Kawamura|Takumi Saito|Eri Otoguro
22804,Kevin Greutert,Tobin Bell|Costas Mandylor|Betsy Russell
13576,Kenny Ortega,Michael Jackson|Orianthi|Kenny Ortega
24418,Paul Weitz,John C. Reilly|Josh Hutcherson|Chris Massoglia
22800,Jeff Stilson,Maya Angelou|Chris Rock|Nia Long
24804,Scott Sanders,Michael Jai White|Arsenio Hall|Tommy Davidson
29150,Robert D. Siegel,Patton Oswalt|Kevin Corrigan|Michael Rapaport
16577,David Bowers,Nicolas Cage|Kristen Bell|Bill Nighy
22820,Jared Hess,Michael Angarano|Sam Rockwell|Clive Revill
10315,Wes Anderson,George Clooney|Meryl Streep|Jason Schwartzman
17979,Robert Zemeckis,Gary Oldman|Jim Carrey|Steve Valentine
105077,Edward James Olmos,Edward James Olmos|Dean Stockwell|Michael Trucco
24480,Peter Sohn,Tony Fucile|Lori Richardson
19851,Michael Sucsy,Drew Barrymore|Jessica Lange|Jeanne Tripplehorn
14161,Roland Emmerich,John Cusack|Amanda Peet|Chiwetel Ejiofor
22825,Richard Kelly,Cameron Diaz|James Marsden|Frank Langella
8088,Pedro Almodóvar,Penélope Cruz|Lluís Homar|Blanca Portillo
22824,Olatunde Osunsanmi,Milla Jovovich|Will Patton|Hakeem Kae-Kazim
25793,Lee Daniels,Gabourey Sidibe|Mo'Nique|Paula Patton
11699,Werner Herzog,Nicolas Cage|Eva Mendes|Val Kilmer
18239,Chris Weitz,Kristen Stewart|Robert Pattinson|Taylor Lautner
28089,Oren Moverman,Ben Foster|Woody Harrelson|Jena Malone
22832,James McTeigue,Rain|Naomie Harris|Sung Kang
25472,David Soren,Cedric the Entertainer|Andy Richter|Carl Reiner
7445,Jim Sheridan,Tobey Maguire|Jake Gyllenhaal|Natalie Portman
47466,Ferenc Rófusz,
53516,Hal Roach,Harold Lloyd|Bebe Daniels|'Snub' Pollard
20764,Alex Rivera,Leonor Varela|Jacob Vargas|Luis Fernando Peña
22881,John Lee Hancock,Sandra Bullock|Quinton Aaron|Kathy Bates
88276,Hollis Frampton,
8353,Mario Peixoto,Olga Breno|Tatiana Rey|Raul Schnoor
22640,Jonas Pate,Kevin Spacey|Mark Webber|Keke Palmer
22949,Walt Becker,Robin Williams|John Travolta|Seth Green
16866,Jorge Blanco,Dwayne Johnson|Seann William Scott|Jessica Biel
34653,Tom Ford,Colin Firth|Julianne Moore|Nicholas Hoult
7980,Peter Jackson,Rachel Weisz|Mark Wahlberg|Susan Sarandon
22954,Clint Eastwood,Morgan Freeman|Matt Damon|Tony Kgoroge
10198,Ron Clements,Anika Noni Rose|Bruno Campos|Keith David
26171,Kirk Jones,Robert De Niro|Drew Barrymore|Kate Beckinsale
4597,Nimród Antal,Columbus Short|Laurence Fishburne|Skeet Ulrich
47122,Jack Smith,Mario Montez|Frances Francine|Tony Conrad
24438,Marc Lawrence,Hugh Grant|Sarah Jessica Parker|Mary Steenburgen
26032,Rob Williams,Adamo Ruggiero|Keith Jordan|Hallee Hirsh
19995,James Cameron,Sam Worthington|Zoe Saldana|Sigourney Weaver
22897,Nancy Meyers,Meryl Streep|Alec Baldwin|Steve Martin
10528,Guy Ritchie,Robert Downey Jr.|Jude Law|Rachel McAdams
25196,Scott Cooper,Jeff Bridges|Maggie Gyllenhaal|Colin Farrell
23398,Betty Thomas,Zachary Levi|David Cross|Jason Lee
18898,Ken Loach,Eric Cantona|Steve Evets|Stephanie Bishop
26123,John Putch,Eugene Levy|Bug Hall|Kevin M. Horton
25769,Àlex Pastor,Lou Taylor Pucci|Chris Pine|Piper Perabo
23963,Bruce McDonald,Stephen McHattie|Lisa Houle|Georgina Reilly
22327,Miguel Arteta,Michael Cera|Zach Galifianakis|Justin Long
19901,Michael Spierig,Ethan Hawke|Sam Neill|Willem Dafoe
24458,Franny Armstrong,Pete Postlethwaite
28178,Lasse Hallström,Richard Gere|Joan Allen|Jason Alexander
25195,Anand Tucker,Amy Adams|Matthew Goode|Adam Scott
20504,Albert Hughes,Denzel Washington|Gary Oldman|Mila Kunis
33613,Daniel Alfredson,Michael Nyqvist|Noomi Rapace|Lena Endre
21575,Jacques Audiard,Tahar Rahim|Niels Arestrup|Adel Bencherif
25927,James DeMonaco,Ethan Hawke|Vincent D'Onofrio|Seymour Cassel
28227,Chris Smith,Michael Ruppert
26765,John Landis,Don Rickles|Dave Attell|Richard Lewis
1450,Chris Nahon,Allison Miller|Jun Ji-hyun|Koyuki
41970,Derek Jarman,'Spring' Mark Adley|Gay Gaynor|Matthew Hawkins
44027,Werner Herzog,Michael Shannon|Willem Dafoe|Chloë Sevigny
31175,Fatih Akin,Adam Bousdoukos|Birol Ünel|Moritz Bleibtreu
10800,Guillaume Ivernel,Vincent Lindon|Patrick Timsit|Philippe Nahon
25602,Isaac Florentine,Scott Adkins|Todd Jensen|Tsuyoshi Ihara
13855,Na Hong-jin,Kim Yoon-seok|Ha Jung-woo|Seo Young-hee
13382,Larry Roemer,Burl Ives|Billie Mae Richards|Larry D. Mann
33511,Sam Taylor-Johnson,Aaron Taylor-Johnson|Anne-Marie Duff|Kristin Scott Thomas
20453,Rajkumar Hirani,Aamir Khan|Kareena Kapoor|Madhavan
22894,Scott Stewart,Paul Bettany|Dennis Quaid|Kevin Durand
51120,Vincent J. Donehue,Cyril Ritchard|Mary Martin|Lynn Fontanne
31156,Boris Acosta,Jeff Conaway|Eric Roberts|Vincent Spano
16453,Michael Blieden,Zach Galifianakis|Joe Wagner|Brian Unger
13477,Mark Steven Johnson,Josh Duhamel|Kristen Bell|Anjelica Huston
12201,Martin Campbell,Mel Gibson|Ray Winstone|Danny Huston
26466,Christopher Smith,Melissa George|Liam Hemsworth|Emma Lung
8952,Glenn Ficarra,Jim Carrey|Ewan McGregor|Leslie Mann
40724,Kevin Sullivan,Colleen Dewhurst|Patricia Hamilton|Megan Follows
33602,Mick Jackson,Claire Danes|Catherine O'Hara|Julia Ormond
12169,Rémi Bezançon,Jacques Gamblin|Zabou Breitman|Déborah François
25983,Ti West,Jocelin Donahue|Mary Woronov|Greta Gerwig
24469,Andrea Arnold,Katie Jarvis|Michael Fassbender|Kierston Wareing
18670,Wong Jing,Jet Li|Chingmy Yau|Tse Miu
32856,Garry Marshall,Jessica Alba|Jessica Biel|Bradley Cooper
7978,Joe Johnston,Benicio del Toro|Anthony Hopkins|Emily Blunt
11324,Martin Scorsese,Leonardo DiCaprio|Mark Ruffalo|Ben Kingsley
19311,Tatia Rosenthal,Tom Budge|Josef Ber|Joel Edgerton
13949,Adrian Shergold,Sally Hawkins|Rupert Penry-Jones|Alice Krige
24253,Daniel Alfredson,Michael Nyqvist|Noomi Rapace|Lena Endre
32657,Chris Columbus,Logan Lerman|Brandon T. Jackson|Alexandra Daddario
23742,Kevin Smith,Bruce Willis|Tracy Morgan|Juan Carlos Hernández
11439,Roman Polanski,Ewan McGregor|Pierce Brosnan|Jon Bernthal
23172,Brian Levant,Amber Valletta|Lucas Till|Jackie Chan
26428,Alejandro Amenábar,Rachel Weisz|Max Minghella|Oscar Isaac
56931,George Pal,Russ Tamblyn|Alan Young|June Thorburn
79519,Jaffar Mahmood,Zachary Levi|Fran Kranz|Sarah Shahi
15357,Patrick Alessandrin,Cyril Raffaelli|David Belle|Philippe Torreton
18489,Mike Bonanno,Andy Bichlbaum|Mike Bonanno|Reggie Watts
29427,Breck Eisner,Timothy Olyphant|Radha Mitchell|Joe Anderson
22971,Lasse Hallström,Amanda Seyfried|Channing Tatum|Henry Thomas
23023,Michael Lembeck,Dwayne Johnson|Stephen Merchant|Ashley Judd
20871,Aleksandr Seryj,Evgeni Leonov|Georgiy Vitsin|Savely Kramarov
5595,Luis Piedrahita,Lluís Homar|Santi Millán|Alejo Sauras
17473,Tommy Wiseau,Tommy Wiseau|Juliette Danielle|Greg Sestero
26022,Karan Johar,Shah Rukh Khan|Kajol|Jimmy Shergill
12155,Tim Burton,Mia Wasikowska|Johnny Depp|Anne Hathaway
22972,Paul Greengrass,Matt Damon|Greg Kinnear|Brendan Gleeson
26389,Pierre Morel,John Travolta|Jonathan Rhys Meyers|Kasia Smutniak
23488,Oliver Parker,Ben Barnes|Colin Firth|Rebecca Hall
27583,Noah Baumbach,Ben Stiller|Greta Gerwig|Rhys Ifans
26390,Antoine Fuqua,Richard Gere|Don Cheadle|Ethan Hawke
34016,Jim Field Smith,Alice Eve|Jay Baruchel|Mike Vogel
25941,Daniel Barber,Michael Caine|Emily Mortimer|Iain Glen
23169,Allen Coulter,Robert Pattinson|Emilie de Ravin|Pierce Brosnan
12718,Larry Clark,Andrew Keegan|Tara Subkoff|Richard Hillman
16239,Marty Callner,Will Ferrell|Pia Glenn|Patrick Ferrell
34563,Rick Famuyiwa,Forest Whitaker|America Ferrera|Carlos Mencia
27573,Andy Tennant,Gerard Butler|Jennifer Aniston|Gio Perez
12834,Tim Blake Nelson,Susan Sarandon|Richard Dreyfuss|Keri Russell
31723,Sebastian Gutierrez,Carla Gugino|Adrianne Palicki|Connie Britton
26558,Buddy Giovinazzo,Rick Giovinazzo|Veronica Stork|Mitch Maglio
16436,Philipp Stölzl,Benno Fürmann|Florian Lukas|Johanna Wokalek
31867,Miguel Sapochnik,Jude Law|Forest Whitaker|Alice Braga
42451,Ted Kotcheff,Richard Dreyfuss|Henry Ramer|Alan Rosenthal
28355,Christian Alvart,Renée Zellweger|Jodelle Ferland|Ian McShane
36970,Jacques Perrin,Pierce Brosnan|Jacques Perrin|Rie Miyazawa
34423,Kevin Heffernan,Michael Clarke Duncan|Jay Chandrasekhar|Kevin Heffernan
23048,Steve Pink,John Cusack|Lizzy Caplan|Rob Corddry
30018,Bong Joon-ho,Kim Hye-ja|Won Bin|Jin Goo
10191,Chris Sanders,Jay Baruchel|Gerard Butler|Craig Ferguson
37181,Asghar Farhadi,Golshifteh Farahani|Shahab Hosseini|Taraneh Alidoosti
27936,Jean-Pierre Jeunet,Dany Boon|Dominique Pinon|André Dussollier
18823,Louis Leterrier,Sam Worthington|Liam Neeson|Ralph Fiennes
34769,Peter Stebbings,Woody Harrelson|Kat Dennings|Elias Koteas
23483,Matthew Vaughn,Aaron Taylor-Johnson|Chloë Grace Moretz|Christopher Mintz-Plasse
16759,Oliver Hirschbiegel,Liam Neeson|James Nesbitt|Anamaria Marinca
35056,Shawn Levy,Tina Fey|Steve Carell|Mark Wahlberg
39931,Adrian Hoven,Herbert Lom|Udo Kier|Olivera Katarina
52903,Joonas Berghäll,Timo Aalto|Pekka Ahonen|Aarne Aksila
27586,Floria Sigismondi,Dakota Fanning|Kristen Stewart|Michael Shannon
34803,Neil LaBute,Zoe Saldana|James Marsden|Martin Lawrence
37861,Nicolas Winding Refn,Mads Mikkelsen|Gary Lewis|Jamie Sives
33217,Thor Freudenthal,Zachary Gordon|Robert Capron|Rachael Harris
25832,Jean-Luc Godard,Theresa Russell|Bridget Fonda|Buck Henry
38810,Yorgos Lanthimos,Hristos Passalis|Angeliki Papoulia|Mary Tsoni
34813,Sylvain White,Jeffrey Dean Morgan|Zoe Saldana|Chris Evans
35690,Julie Anne Robinson,Miley Cyrus|Greg Kinnear|Bobby Coleman
39053,Jay Duplass,John C. Reilly|Jonah Hill|Marisa Tomei
37169,Tom Six,Dieter Laser|Ashley C. Williams|Ashlynn Yennie
43517,Michael Curtiz,George Murphy|Joan Leslie|George Tobias
39452,Banksy,Banksy|Shepard Fairey|Thierry Guetta
10138,Jon Favreau,Robert Downey Jr.|Gwyneth Paltrow|Don Cheadle
23437,Samuel Bayer,Rooney Mara|Jackie Earle Haley|Kyle Gallner
37495,Chris Morris,Riz Ahmed|Nigel Lindsay|Kayvan Novak
42217,Sydney Pollack,Al Pacino|Marthe Keller|Anny Duperey
19173,Christian Molina,Belén Fabra|Leonardo Sbaraglia|Llum Barrera
36950,Barry Levinson,Al Pacino|Danny Huston|Susan Sarandon
12219,William Friedkin,Courtney B. Vance|Ossie Davis|George C. Scott
20662,Ridley Scott,Russell Crowe|Cate Blanchett|Max von Sydow
52249,Mads Brügger,Simon Jul Jørgensen|Jacob Nossell|Mads Brügger
36801,Ricky Gervais,Christian Cooke|Felicity Jones|Tom Hughes
46705,Derek Cianfrance,Ryan Gosling|Michelle Williams|Mike Vogel
37821,Robert Luketic,Katherine Heigl|Ashton Kutcher|Tom Selleck
26388,Rodrigo Cortés,Ryan Reynolds|José Luis García Pérez|Robert Paterson
134901,,
9543,Mike Newell,Jake Gyllenhaal|Gemma Arterton|Ben Kingsley
43317,Frank Tashlin,Dean Martin|Jerry Lewis|Shirley MacLaine
40247,Nicole Holofcener,Rebecca Hall|Catherine Keener|Amanda Peet
14518,Suzie Templeton,
198306,Dominic Brigstocke,Ricky Gervais
37786,Michael Patrick King,Sarah Jessica Parker|Kristin Davis|Cynthia Nixon
32823,Nicholas Stoller,Jonah Hill|Russell Brand|Rose Byrne
38199,Gregor Jordan,Samuel L. Jackson|Carrie-Anne Moss|Michael Sheen
34806,Alan Poul,Jennifer Lopez|Alex O'Loughlin|Danneel Ackles
37707,Vincenzo Natali,Adrien Brody|Sarah Polley|Delphine Chanéac
37056,Gary Winick,Amanda Seyfried|Christopher Egan|Gael García Bernal
38570,Craig Moss,Bryan Callen|Noureen DeWulf|Mircea Monroe
29917,Stuart Hazeldine,Luke Mably|Adar Beck|Chris Carey
20533,Jimmy Hayward,Josh Brolin|John Malkovich|Megan Fox
34544,Joe Carnahan,Liam Neeson|Bradley Cooper|Jessica Biel
10193,Lee Unkrich,Tom Hanks|Tim Allen|Ned Beatty
41397,Ricki Stern,Joan Rivers|Melissa Rivers|Kathy Griffin
198308,Dominic Brigstocke,Ricky Gervais
39013,Debra Granik,Jennifer Lawrence|John Hawkes|Kevin Breznahan
10192,Mike Mitchell,Mike Myers|Eddie Murphy|Cameron Diaz
33809,Maren Ade,Birgit Minichmayr|Lars Eidinger|Hans-Jochen Wagner
39545,Jac Schaeffer,Emma Caulfield|Michelle Borth|John Patrick Amedori
13989,Jon Cassar,Kiefer Sutherland|Cherry Jones|Bob Gunton
24021,David Slade,Kristen Stewart|Robert Pattinson|Taylor Lautner
40215,Ellen Kuras,
34647,Gaspar Noé,Nathaniel Brown|Paz de la Huerta|Cyril Roy
10196,M. Night Shyamalan,Noah Ringer|Nicola Peltz|Jackson Rathbone
91487,Costa-Gavras,Yves Montand|Renato Salvatori|O.E. Hasse
26932,Don Taylor,Burt Lancaster|Michael York|Nigel Davenport
76180,Kevin Burns,Robert Clotworthy|Kenny Baker|Jim Bloom
16023,Trey Parker,Trey Parker|Matt Stone|Adrien Beard
25630,AJ Schnack,Kurt Cobain
34851,Nimród Antal,Topher Grace|Alice Braga|Laurence Fishburne
20352,Pierre Coffin,Steve Carell|Jason Segel|Russell Brand
27205,Christopher Nolan,Leonardo DiCaprio|Joseph Gordon-Levitt|Ellen Page
38365,Dennis Dugan,Adam Sandler|Salma Hayek|Maria Bello
64861,Jeffery Scott Lando,Lacey Chabert|Tygh Runyan|Mercedes McNab
27022,Jon Turteltaub,Nicolas Cage|Jay Baruchel|Monica Bellucci
80198,Derek Sieg,Lukas Haas|January Jones|Brianne Davis
37834,James Mangold,Tom Cruise|Cameron Diaz|Peter Sarsgaard
4556,Peter Greenaway,Martin Freeman|Emily Holmes|Eva Birthistle
38575,Harald Zwart,Jaden Smith|Jackie Chan|Taraji P. Henson
39781,Lisa Cholodenko,Julianne Moore|Annette Bening|Mark Ruffalo
73861,Srđan Spasojević,Srđan Todorović|Sergej Trifunović|Jelena Gavrilović
40850,Lisa Barros D'Sa,Rupert Grint|Robert Sheehan|Kimberley Nixon
40662,Brandon Vietti,Bruce Greenwood|Jensen Ackles|Neil Patrick Harris
27576,Phillip Noyce,Angelina Jolie|Liev Schreiber|Chiwetel Ejiofor
42918,Ben Steinbauer,Jack Rebney|Ben Steinbauer|Nick Prueher
31011,Jaco Van Dormael,Jared Leto|Diane Kruger|Linh Đan Phạm
38778,Jay Roach,Steve Carell|Paul Rudd|Stephanie Szostak
5899,Alex van Warmerdam,Jack Wouterse|Annet Malherbe|Rudolf Lucieer
37472,Wilson Yip,Donnie Yen|Sammo Hung|Simon Yam
37950,Burr Steers,Zac Efron|Amanda Crew|Charlie Tahan
24122,Bart Freundlich,Catherine Zeta-Jones|Justin Bartha|Art Garfunkel
27581,Adam McKay,Will Ferrell|Mark Wahlberg|Eva Mendes
53190,Jeff Zimbalist,María Ester Escobar|Francisco Maturana|Alexis García V.
42039,Jonathan Caouette,Jarvis Cocker|David Cross|Jerry Garcia
27578,Sylvester Stallone,Sylvester Stallone|Jason Statham|Dolph Lundgren
22538,Edgar Wright,Michael Cera|Mary Elizabeth Winstead|Kieran Culkin
44629,David Michôd,James Frecheville|Ben Mendelsohn|Joel Edgerton
23759,Neil Marshall,Michael Fassbender|Olga Kurylenko|David Morrissey
44737,Thomas Balmès,Bayar|Hattie|Bayar
38150,Philip Ridley,Jim Sturgess|Noel Clarke|Eddie Marsan
43593,Alexandre Aja,Elisabeth Shue|Adam Scott|Jerry O'Connell
41479,Derrick Borte,David Duchovny|Demi Moore|Amber Heard
42194,Dwight H. Little,Jon Foo|Kelly Overton|Cary-Hiroyuki Tagawa
28609,Daisuke Nishio,Toshio Furukawa|Mayumi Tanaka|Akira Kamiya
27579,Anton Corbijn,George Clooney|Violante Placido|Thekla Reuten
41210,Josh Gordon,Jason Bateman|Jennifer Aniston|Jeff Goldblum
40663,Josh Fox,Josh Fox
46697,Todd Phillips,GG Allin
23631,Robert Rodriguez,Danny Trejo|Michelle Rodriguez|Jessica Alba
38073,Nanette Burstein,Drew Barrymore|Justin Long|Charlie Day
119764,Charles Vidor,Paul Muni|Merle Oberon|Cornel Wilde
40264,Jason Friedberg,Chris Riggi|Matt Lanter|Jenn Proske
35791,Paul W.S. Anderson,Milla Jovovich|Wentworth Miller|Ali Larter
37799,David Fincher,Jesse Eisenberg|Andrew Garfield|Justin Timberlake
23168,Ben Affleck,Ben Affleck|Rebecca Hall|Jeremy Renner
37735,Will Gluck,Emma Stone|Amanda Bynes|Penn Badgley
38167,Ryan Murphy,Julia Roberts|James Franco|Javier Bardem
38568,Rob Epstein,James Franco|Jon Hamm|Mary-Louise Parker
43939,Casey Affleck,Joaquin Phoenix|Sean Penn|Bruce Willis
15179,Ella Lemhagen,Gustaf Skarsgård|Torkel Petersson|Tom Ljungman
43949,Rob Reiner,Madeline Carroll|Callan McAuliffe|Rebecca De Mornay
33909,Oliver Stone,Michael Douglas|Shia LaBeouf|Josh Brolin
59572,Kevin Brownlow,Buster Keaton|Lindsay Anderson|Eleanor Keaton
41216,Zack Snyder,Emily Barclay|Abbie Cornish|Essie Davis
43923,Ryan Fleck,Keir Gilchrist|Emma Roberts|Zach Galifianakis
2754,Alex van Warmerdam,Alex van Warmerdam|Henri Garcin|Olga Zuiderhoek
38842,George Gallo,Luke Wilson|Giovanni Ribisi|Gabriel Macht
38410,John Erick Dowdle,Stacy Chbosky|Ben Messmer|Ivar Brogger
25694,Norman Z. McLeod,Charlotte Henry|Richard Arlen|Roscoe Ates
41402,Matt Reeves,Kodi Smit-McPhee|Chloë Grace Moretz|Richard Jenkins
39486,Randall Wallace,Diane Lane|John Malkovich|Scott Glenn
27374,Joel Anderson,Talia Zucker|Rosie Traynor|David Pledger
44040,John Erick Dowdle,Chris Messina|Jacob Vargas|Bojana Novaković
38303,Andy Fickman,Kristen Bell|Sigourney Weaver|Betty White
38408,Greg Berlanti,Katherine Heigl|Josh Duhamel|Josh Lucas
42296,Henry Joost,Megan Faccio|Melody C. Roscher|Ariel Schulman
38031,Woody Allen,Gemma Jones|Anthony Hopkins|Naomi Watts
44639,Charles Ferguson,Matt Damon|William Ackman|Barack Obama
43933,Gareth Edwards,Whitney Able|Scoot McNairy|Annalee Jefferies
42188,Mark Romanek,Carey Mulligan|Andrew Garfield|Keira Knightley
41201,Sylvain Chomet,Jean-Claude Donda|Eilidh Rankin
12482,Rainer Werner Fassbinder,Ulli Lommel|Hanna Schygulla|Katrin Schaake
46837,Gregg Araki,Thomas Dekker|Haley Bennett|Chris Zylka
45649,Quentin Dupieux,Thomas F. Duffy|David Bowe|Stephen Spinella
39681,Daniel Grou,Claude Legault|Rémy Girard|Martin Dubreuil
16290,Jeff Tremaine,Johnny Knoxville|Bam Margera|Ryan Dunn
39312,Sebastian Junger,"Juan ""Doc"" Restrepo|Dan Kearney|LaMonta Caldwell"
39440,Davis Guggenheim,Michelle Rhee|George Reeves
39514,Robert Schwentke,Bruce Willis|John Malkovich|Helen Mirren
41436,Tod Williams,Katie Featherston|David Bierend|Brian Boland
44603,Clint Eastwood,Matt Damon|Bryce Dallas Howard|Thierry Neuvic
41215,Christopher Smith,Sean Bean|Eddie Redmayne|Carice van Houten
41439,Kevin Greutert,Tobin Bell|Costas Mandylor|Betsy Russell
41733,Todd Phillips,Robert Downey Jr.|Zach Galifianakis|Michelle Monaghan
44115,Danny Boyle,James Franco|Kate Mara|Amber Tamblyn
38055,Tom McGrath,Will Ferrell|Brad Pitt|Tina Fey
44214,Darren Aronofsky,Natalie Portman|Mila Kunis|Vincent Cassel
38363,Doug Liman,Naomi Watts|Sean Penn|Ty Burrell
61755,Enzo G. Castellari,Christopher Connelly|Fred Williamson|Vic Morrow
44048,Tony Scott,Denzel Washington|Chris Pine|Rosario Dawson
38357,Roger Michell,Rachel McAdams|Harrison Ford|Patrick Wilson
48303,Abbas Kiarostami,Juliette Binoche|William Shimell|Jean-Claude Carrière
43539,Paul Haggis,Russell Crowe|Elizabeth Banks|Brian Dennehy
45958,Alejandro González Iñárritu,Javier Bardem|Maricel Álvarez|Hanaa Bouchaib
36940,Paolo Virzì,Valerio Mastandrea|Micaela Ramazzotti|Claudia Pandolfi
12444,David Yates,Daniel Radcliffe|Emma Watson|Rupert Grint
45269,Tom Hooper,Colin Firth|Geoffrey Rush|Helena Bonham Carter
38757,Byron Howard,Mandy Moore|Zachary Levi|Donna Murphy
87387,Vikram Jayanti,Phil Spector|Lana Clarkson|Ronnie Spector
41999,Don Argott,
45317,David O. Russell,Mark Wahlberg|Christian Bale|Amy Adams
41556,Galt Niederhoffer,Katie Holmes|Anna Paquin|Josh Duhamel
26769,Billy Corben,
43924,Amir Bar-Lev,Pat Tillman|Richard Tillman
46420,Sean Byrne,Xavier Samuel|Jessica McNamee|Robin McLeavy
48838,William Monahan,Colin Farrell|Keira Knightley|David Thewlis
42684,Colin Strause,Eric Balfour|Scottie Thompson|David Zayas
35395,Paul King,Edward Hogg|Simon Farnaby|Verónica Echegui
38117,Daniel Barnz,Alex Pettyfer|Vanessa Hudgens|Mary-Kate Olsen
43347,Edward Zwick,Jake Gyllenhaal|Anne Hathaway|Oliver Platt
